edition,year,venue,round,team 1,team 2,score,score_halftime
2012-POLAND/UKRAINE,2010,København,QUALIFYING,Denmark (Danmark),Cyprus (Κύπρος),2-0,0-0
2012-POLAND/UKRAINE,2010,Glasgow,QUALIFYING,Scotland,Spain (España),2-3,0-1
2012-POLAND/UKRAINE,2010,Baku,QUALIFYING,Azerbaijan (Azərbaycan),Turkey (Türkiye),1-0,1-0
2012-POLAND/UKRAINE,2010,Minsk,QUALIFYING,Belarus (Беларусь),Romania (România),0-0,0-0
2012-POLAND/UKRAINE,2010,Sarajevo,QUALIFYING,Bosnia-Herzegovina (Bosna i Hercegovina),France,0-2,0-0
2012-POLAND/UKRAINE,2011,Sofija,QUALIFYING,Bulgaria (България),England,0-3,0-3
2012-POLAND/UKRAINE,2011,TaQali,QUALIFYING,Malta,Croatia (Hrvatska),1-3,1-2
2012-POLAND/UKRAINE,2010,Firenze,QUALIFYING,Italy (Italia),Faroe Islands (Føroyar),5-0,3-0
2012-POLAND/UKRAINE,2011,Tbilisi,QUALIFYING,Georgia (საქართველო),Latvia (Latvija),0-1,0-0
2012-POLAND/UKRAINE,2011,Tel Avīv,QUALIFYING,Israel (ישראל),Greece (Ελλάδα),0-1,0-0
2012-POLAND/UKRAINE,2010,Dublin,QUALIFYING,Ireland (Éire),Andorra,3-1,2-1
2012-POLAND/UKRAINE,2010,İstanbul,QUALIFYING,Turkey (Türkiye),Belgium (België),3-2,0-1
2012-POLAND/UKRAINE,2010,Köln,QUALIFYING,Germany (Deutschland),Azerbaijan (Azərbaycan),6-1,3-0
2012-POLAND/UKRAINE,2010,Salzburg,QUALIFYING,Austria (Österreich),Kazakhstan (Қазақстан),2-0,0-0
2012-POLAND/UKRAINE,2010,Vaduz,QUALIFYING,Liechtenstein,Spain (España),0-4,0-2
2012-POLAND/UKRAINE,2010,Kaunas,QUALIFYING,Lithuania (Lietuva),Scotland,0-0,0-0
2012-POLAND/UKRAINE,2010,Reykjavík,QUALIFYING,Iceland (Ísland),Norway (Norge),1-2,1-0
2012-POLAND/UKRAINE,2010,Guimarães,QUALIFYING,Portugal,Cyprus (Κύπρος),4-4,2-2
2012-POLAND/UKRAINE,2010,Podgorica,QUALIFYING,Montenegro (Црна Гора),Wales (Cymru),1-0,1-0
2012-POLAND/UKRAINE,2010,London,QUALIFYING,England,Bulgaria (България),4-0,1-0
2012-POLAND/UKRAINE,2010,Rīga,QUALIFYING,Latvia (Latvija),Croatia (Hrvatska),0-3,0-3
2012-POLAND/UKRAINE,2010,Athína,QUALIFYING,Greece (Ελλάδα),Georgia (საქართველო),1-1,0-1
2012-POLAND/UKRAINE,2010,Serravalle,QUALIFYING,San Marino,Netherlands (Nederland),0-5,0-2
2012-POLAND/UKRAINE,2010,Chişinău,QUALIFYING,Moldova,Finland (Suomi),2-0,0-0
2012-POLAND/UKRAINE,2010,Skopje,QUALIFYING,Macedonia (Македонија),Armenia (Հայաստան),2-2,1-1
2012-POLAND/UKRAINE,2011,İstanbul,QUALIFYING,Turkey (Türkiye),Kazakhstan (Қазақстан),2-1,1-0
2012-POLAND/UKRAINE,2010,Moskva,QUALIFYING,Russia (Россия),Slovakia (Slovensko),0-1,0-1
2012-POLAND/UKRAINE,2011,Andorra la Vella,QUALIFYING,Andorra,Armenia (Հայաստան),0-3,0-1
2012-POLAND/UKRAINE,2011,Eindhoven,QUALIFYING,Netherlands (Nederland),San Marino,11-0,3-0
2012-POLAND/UKRAINE,2011,Helsinki,QUALIFYING,Finland (Suomi),Moldova,4-1,2-0
2012-POLAND/UKRAINE,2011,Budapest,QUALIFYING,Hungary (Magyarország),Sweden (Sverige),2-1,1-0
2012-POLAND/UKRAINE,2011,Tiranë,QUALIFYING,Albania (Shqipëri),France,1-2,0-2
2012-POLAND/UKRAINE,2011,Minsk,QUALIFYING,Belarus (Беларусь),Bosnia-Herzegovina (Bosna i Hercegovina),0-2,0-2
2012-POLAND/UKRAINE,2011,Luxembourg,QUALIFYING,Luxembourg (Lëtzebuerg),Romania (România),0-2,0-2
2012-POLAND/UKRAINE,2011,Dublin,QUALIFYING,Ireland (Éire),Slovakia (Slovensko),0-0,0-0
2012-POLAND/UKRAINE,2011,İstanbul,ADD._QUALIFYING,Turkey (Türkiye),Croatia (Hrvatska),0-3,0-2
2012-POLAND/UKRAINE,2011,Belfast,QUALIFYING,Northern Ireland (Ulster),Serbia (Србија),0-1,0-0
2012-POLAND/UKRAINE,2011,Ljubljana,QUALIFYING,Slovenia (Slovenija),Estonia (Eesti),1-2,0-1
2012-POLAND/UKRAINE,2011,Tórshavn,QUALIFYING,Faroe Islands (Føroyar),Italy (Italia),0-1,0-1
2012-POLAND/UKRAINE,2011,Moskva,QUALIFYING,Russia (Россия),Macedonia (Македонија),1-0,1-0
2016-FRANCE,2015,Podgorica,QUALIFYING,Montenegro (Црна Гора),Russia (Россия),0-3,w.o.
2016-FRANCE,2015,Serravalle,QUALIFYING,San Marino,Slovenia (Slovenija),0-2,0-0
2016-FRANCE,2015,Vaduz,QUALIFYING,Liechtenstein,Austria (Österreich),0-5,0-2
2016-FRANCE,2015,Moskva,QUALIFYING,Russia (Россия),Montenegro (Црна Гора),2-0,2-0
2016-FRANCE,2015,Stockholm,QUALIFYING,Sweden (Sverige),Moldova,2-0,1-0
2016-FRANCE,2015,Rīga,QUALIFYING,Latvia (Latvija),Kazakhstan (Қазақстан),0-1,0-0
2016-FRANCE,2015,Amsterdam,QUALIFYING,Netherlands (Nederland),Czech Republic (Česká Republika),2-3,0-2
2016-FRANCE,2015,Luzern,QUALIFYING,Switzerland (Schweiz / Suisse),Estonia (Eesti),3-0,2-0
2016-FRANCE,2015,Ljubljana,QUALIFYING,Slovenia (Slovenija),San Marino,6-0,1-0
2016-FRANCE,2015,Chişinău,QUALIFYING,Moldova,Sweden (Sverige),0-2,0-1
2016-FRANCE,2015,Wien,QUALIFYING,Austria (Österreich),Liechtenstein,3-0,1-0
2016-FRANCE,2015,Frankfurt am Main,QUALIFYING,Germany (Deutschland),Poland (Polska),3-1,2-1
2016-FRANCE,2016,Saint-Étienne,FS_GROUP_STAGE,Slovakia (Slovensko),England,0-0,0-0
2016-FRANCE,2014,London,QUALIFYING,England,San Marino,5-0,2-0
2016-FRANCE,2014,Vilnius,QUALIFYING,Lithuania (Lietuva),Estonia (Eesti),1-0,0-0
2016-FRANCE,2014,Maribor,QUALIFYING,Slovenia (Slovenija),Switzerland (Schweiz / Suisse),1-0,0-0
2016-FRANCE,2014,Vaduz,QUALIFYING,Liechtenstein,Montenegro (Црна Гора),0-0,0-0
2016-FRANCE,2014,Chişinău,QUALIFYING,Moldova,Austria (Österreich),1-2,1-1
2016-FRANCE,2014,Astana,QUALIFYING,Kazakhstan (Қазақстан),Latvia (Latvija),0-0,0-0
2016-FRANCE,2014,Podgorica,QUALIFYING,Montenegro (Црна Гора),Moldova,2-0,1-0
2016-FRANCE,2014,Wien,QUALIFYING,Austria (Österreich),Sweden (Sverige),1-1,1-1
2016-FRANCE,2014,Khimki,QUALIFYING,Russia (Россия),Liechtenstein,4-0,1-0
2016-FRANCE,2014,Basel,QUALIFYING,Switzerland (Schweiz / Suisse),England,0-2,0-0
2016-FRANCE,2015,Vaduz,QUALIFYING,Liechtenstein,Moldova,1-1,1-1
2016-FRANCE,2015,Moskva,QUALIFYING,Russia (Россия),Austria (Österreich),0-1,0-1
2016-FRANCE,2015,Stockholm,QUALIFYING,Sweden (Sverige),Montenegro (Црна Гора),3-1,3-0
2016-FRANCE,2015,Plzeň,QUALIFYING,Czech Republic (Česká Republika),Kazakhstan (Қазақстан),2-1,0-1
2016-FRANCE,2015,Amsterdam,QUALIFYING,Netherlands (Nederland),Iceland (Ísland),0-1,0-0
2016-FRANCE,2015,Konya,QUALIFYING,Turkey (Türkiye),Latvia (Latvija),1-1,0-0
2016-FRANCE,2015,Bruxelles,QUALIFYING,Belgium (België),Bosnia-Herzegovina (Bosna i Hercegovina),3-1,2-1
2016-FRANCE,2015,Levkosía,QUALIFYING,Cyprus (Κύπρος),Wales (Cymru),0-1,0-0
2016-FRANCE,2015,Haifa,QUALIFYING,Israel (ישראל),Andorra,4-0,4-0
2016-FRANCE,2015,Baku,QUALIFYING,Azerbaijan (Azərbaycan),Croatia (Hrvatska),0-0,0-0
2016-FRANCE,2015,Sofija,QUALIFYING,Bulgaria (България),Norway (Norge),0-1,0-0
2016-FRANCE,2015,Firenze,QUALIFYING,Italy (Italia),Malta,1-0,0-0
2016-FRANCE,2015,Tbilisi,QUALIFYING,Georgia (საქართველო),Scotland,1-0,1-0
2016-FRANCE,2015,Oslo,QUALIFYING,Norway (Norge),Malta,2-0,1-0
2016-FRANCE,2015,Baku,QUALIFYING,Azerbaijan (Azərbaycan),Italy (Italia),1-3,1-2
2016-FRANCE,2015,Yěrūshālayim,QUALIFYING,Israel (ישראל),Cyprus (Κύπρος),1-2,0-0
2016-FRANCE,2015,Zenica,QUALIFYING,Bosnia-Herzegovina (Bosna i Hercegovina),Wales (Cymru),2-0,0-0
2016-FRANCE,2015,Andorra la Vella,QUALIFYING,Andorra,Belgium (België),1-4,0-2
2016-FRANCE,2015,Praha,QUALIFYING,Czech Republic (Česká Republika),Turkey (Türkiye),0-2,0-0
2016-FRANCE,2014,Žilina,QUALIFYING,Slovakia (Slovensko),Spain (España),2-1,1-0
2016-FRANCE,2014,Skopje,QUALIFYING,Macedonia (Македонија),Luxembourg (Lëtzebuerg),3-2,1-2
2016-FRANCE,2014,Borisov,QUALIFYING,Belarus (Беларусь),Ukraine (Україна),0-2,0-0
2016-FRANCE,2014,Oslo,QUALIFYING,Norway (Norge),Italy (Italia),0-2,0-1
2016-FRANCE,2014,Chişinău,QUALIFYING,Moldova,Liechtenstein,0-1,0-0
2016-FRANCE,2014,Wien,QUALIFYING,Austria (Österreich),Russia (Россия),1-0,0-0
2016-FRANCE,2014,St. Gallen,QUALIFYING,Switzerland (Schweiz / Suisse),Lithuania (Lietuva),4-0,0-0
2016-FRANCE,2014,Serravalle,QUALIFYING,San Marino,Estonia (Eesti),0-0,0-0
2016-FRANCE,2014,London,QUALIFYING,England,Slovenia (Slovenija),3-1,0-0
2016-FRANCE,2014,Huelva,QUALIFYING,Spain (España),Belarus (Беларусь),3-0,2-0
2016-FRANCE,2014,Skopje,QUALIFYING,Macedonia (Македонија),Slovakia (Slovensko),0-2,0-2
2016-FRANCE,2014,Luxembourg,QUALIFYING,Luxembourg (Lëtzebuerg),Ukraine (Україна),0-3,0-1
2016-FRANCE,2014,Beograd,QUALIFYING,Serbia (Србија),Denmark (Danmark),1-3,1-0
2016-FRANCE,2014,Faro/Loulé,QUALIFYING,Portugal,Armenia (Հայաստան),1-0,0-0
2016-FRANCE,2014,Bucureşti,QUALIFYING,Romania (România),Northern Ireland (Ulster),2-0,0-0
2016-FRANCE,2014,Budapest,QUALIFYING,Hungary (Magyarország),Finland (Suomi),1-0,0-0
2016-FRANCE,2014,Athína,QUALIFYING,Greece (Ελλάδα),Faroe Islands (Føroyar),0-1,0-0
2016-FRANCE,2014,Glasgow,QUALIFYING,Scotland,Ireland (Éire),1-0,0-0
2016-FRANCE,2015,Astana,QUALIFYING,Kazakhstan (Қазақстан),Netherlands (Nederland),1-2,0-1
2016-FRANCE,2014,Nürnberg,QUALIFYING,Germany (Deutschland),Gibraltar,4-0,3-0
2016-FRANCE,2014,Beograd,QUALIFYING,Serbia (Србија),Albania (Shqipëri),3-0,w.o.
2016-FRANCE,2014,København,QUALIFYING,Denmark (Danmark),Portugal,0-1,0-0
2016-FRANCE,2014,Athína,QUALIFYING,Greece (Ελλάδα),Northern Ireland (Ulster),0-2,0-1
2016-FRANCE,2016,Lille,FS_1/4_FINAL,Wales (Cymru),Belgium (België),3-1,1-1
2016-FRANCE,2016,Bordeaux,FS_1/4_FINAL,Germany (Deutschland),Italy (Italia),1-1,0-0
2016-FRANCE,2016,Paris,FS_1/4_FINAL,France,Iceland (Ísland),5-2,4-0
2016-FRANCE,2016,Lyon,FS_1/2_FINAL,Portugal,Wales (Cymru),2-0,0-0
2016-FRANCE,2016,Marseille,FS_1/2_FINAL,Germany (Deutschland),France,0-2,0-1
2016-FRANCE,2016,Paris,FS_FINAL,Portugal,France,1-0,0-0
2016-FRANCE,2014,Helsinki,QUALIFYING,Finland (Suomi),Romania (România),0-2,0-0
2016-FRANCE,2014,Andorra la Vella,QUALIFYING,Andorra,Wales (Cymru),1-2,1-1
2016-FRANCE,2014,Zenica,QUALIFYING,Bosnia-Herzegovina (Bosna i Hercegovina),Cyprus (Κύπρος),1-2,1-1
2016-FRANCE,2014,Baku,QUALIFYING,Azerbaijan (Azərbaycan),Bulgaria (България),1-2,0-1
2016-FRANCE,2014,Zagreb,QUALIFYING,Croatia (Hrvatska),Malta,2-0,0-0
2016-FRANCE,2014,Tbilisi,QUALIFYING,Georgia (საქართველო),Poland (Polska),0-4,0-0
2016-FRANCE,2015,Reykjavík,QUALIFYING,Iceland (Ísland),Latvia (Latvija),2-2,2-0
2016-FRANCE,2015,Podgorica,QUALIFYING,Montenegro (Црна Гора),Austria (Österreich),2-3,1-0
2016-FRANCE,2015,Chişinău,QUALIFYING,Moldova,Russia (Россия),1-2,0-0
2016-FRANCE,2015,Faro/Loulé,QUALIFYING,Gibraltar,Scotland,0-6,0-2
2016-FRANCE,2015,Warszawa,QUALIFYING,Poland (Polska),Ireland (Éire),2-1,2-1
2016-FRANCE,2015,Tórshavn,QUALIFYING,Faroe Islands (Føroyar),Romania (România),0-3,0-2
2016-FRANCE,2015,Helsinki,QUALIFYING,Finland (Suomi),Northern Ireland (Ulster),1-1,0-1
2016-FRANCE,2015,Athína,QUALIFYING,Greece (Ελλάδα),Hungary (Magyarország),4-3,1-1
2016-FRANCE,2015,Erevan,QUALIFYING,Armenia (Հայաստան),Albania (Shqipëri),0-3,0-2
2016-FRANCE,2015,Beograd,QUALIFYING,Serbia (Србија),Portugal,1-2,0-1
2016-FRANCE,2015,Borisov,QUALIFYING,Belarus (Беларусь),Macedonia (Македонија),0-0,0-0
2016-FRANCE,2015,Luxembourg,QUALIFYING,Luxembourg (Lëtzebuerg),Slovakia (Slovensko),2-4,0-3
2016-FRANCE,2015,Kyïv,QUALIFYING,Ukraine (Україна),Spain (España),0-1,0-1
2016-FRANCE,2015,Tallinn,QUALIFYING,Estonia (Eesti),Switzerland (Schweiz / Suisse),0-1,0-0
2016-FRANCE,2015,Vilnius,QUALIFYING,Lithuania (Lietuva),England,0-3,0-2
2016-FRANCE,2016,Marseille,FS_1/4_FINAL,Poland (Polska),Portugal,1-1,1-1
2016-FRANCE,2016,Nice,FS_1/8_FINAL,England,Iceland (Ísland),1-2,1-2
2016-FRANCE,2015,Leipzig,QUALIFYING,Germany (Deutschland),Georgia (საქართველო),2-1,0-0
2016-FRANCE,2016,Paris,FS_1/8_FINAL,Italy (Italia),Spain (España),2-0,1-0
2016-FRANCE,2016,Lille,FS_1/8_FINAL,Germany (Deutschland),Slovakia (Slovensko),3-0,2-0
2016-FRANCE,2016,Lyon,FS_1/8_FINAL,France,Ireland (Éire),2-1,0-1
2016-FRANCE,2016,Lens,FS_1/8_FINAL,Croatia (Hrvatska),Portugal,0-1,0-0
2016-FRANCE,2016,Paris,FS_1/8_FINAL,Wales (Cymru),Northern Ireland (Ulster),1-0,0-0
2016-FRANCE,2016,Saint-Étienne,FS_1/8_FINAL,Switzerland (Schweiz / Suisse),Poland (Polska),1-1,0-1
2016-FRANCE,2016,Lille,FS_GROUP_STAGE,Italy (Italia),Ireland (Éire),0-1,0-0
2016-FRANCE,2016,Nice,FS_GROUP_STAGE,Sweden (Sverige),Belgium (België),0-1,0-0
2016-FRANCE,2016,Paris,FS_GROUP_STAGE,Iceland (Ísland),Austria (Österreich),2-1,1-1
2016-FRANCE,2016,Lyon,FS_GROUP_STAGE,Hungary (Magyarország),Portugal,3-3,1-1
2016-FRANCE,2016,Lens,FS_GROUP_STAGE,Czech Republic (Česká Republika),Turkey (Türkiye),0-2,0-1
2016-FRANCE,2016,Bordeaux,FS_GROUP_STAGE,Croatia (Hrvatska),Spain (España),2-1,1-1
2016-FRANCE,2016,Marseille,FS_GROUP_STAGE,Ukraine (Україна),Poland (Polska),0-1,0-0
2016-FRANCE,2016,Paris,FS_GROUP_STAGE,Northern Ireland (Ulster),Germany (Deutschland),0-1,0-1
2016-FRANCE,2016,Toulouse,FS_GROUP_STAGE,Russia (Россия),Wales (Cymru),0-3,0-2
2016-FRANCE,2016,Toulouse,FS_1/8_FINAL,Hungary (Magyarország),Belgium (België),0-4,0-1
2016-FRANCE,2016,Lyon,FS_GROUP_STAGE,Romania (România),Albania (Shqipëri),0-1,0-1
2016-FRANCE,2015,Zagreb,QUALIFYING,Croatia (Hrvatska),Bulgaria (България),3-0,2-0
2016-FRANCE,2015,Sevilla,QUALIFYING,Spain (España),Ukraine (Україна),1-0,1-0
2016-FRANCE,2015,Vaduz,QUALIFYING,Liechtenstein,Sweden (Sverige),0-2,0-1
2016-FRANCE,2015,St. Gallen,QUALIFYING,Switzerland (Schweiz / Suisse),San Marino,7-0,1-0
2016-FRANCE,2015,Ljubljana,QUALIFYING,Slovenia (Slovenija),Lithuania (Lietuva),1-1,1-0
2016-FRANCE,2015,London,QUALIFYING,England,Estonia (Eesti),2-0,1-0
2016-FRANCE,2015,Logroño,QUALIFYING,Spain (España),Luxembourg (Lëtzebuerg),4-0,1-0
2016-FRANCE,2015,Žilina,QUALIFYING,Slovakia (Slovensko),Belarus (Беларусь),0-1,0-1
2016-FRANCE,2015,Skopje,QUALIFYING,Macedonia (Македонија),Ukraine (Україна),0-2,0-0
2016-FRANCE,2015,Braga,QUALIFYING,Portugal,Denmark (Danmark),1-0,0-0
2016-FRANCE,2015,Elbasan,QUALIFYING,Albania (Shqipëri),Serbia (Србија),0-2,0-0
2016-FRANCE,2015,Bucureşti,QUALIFYING,Romania (România),Finland (Suomi),1-1,0-0
2016-FRANCE,2015,Astana,QUALIFYING,Kazakhstan (Қазақстан),Iceland (Ísland),0-3,0-2
2016-FRANCE,2015,Faro/Loulé,QUALIFYING,Gibraltar,Ireland (Éire),0-4,0-1
2016-FRANCE,2015,Tórshavn,QUALIFYING,Faroe Islands (Føroyar),Northern Ireland (Ulster),1-3,1-1
2016-FRANCE,2015,Athína,QUALIFYING,Greece (Ελλάδα),Finland (Suomi),0-1,0-0
2016-FRANCE,2015,London,QUALIFYING,England,Lithuania (Lietuva),4-0,2-0
2016-FRANCE,2015,Budapest,QUALIFYING,Hungary (Magyarország),Romania (România),0-0,0-0
2016-FRANCE,2015,Novi Sad,QUALIFYING,Serbia (Србија),Armenia (Հայաստան),2-0,1-0
2016-FRANCE,2015,Andorra la Vella,QUALIFYING,Andorra,Cyprus (Κύπρος),1-3,1-2
2016-FRANCE,2014,Podgorica,QUALIFYING,Montenegro (Црна Гора),Sweden (Sverige),1-1,0-1
2016-FRANCE,2014,Amsterdam,QUALIFYING,Netherlands (Nederland),Latvia (Latvija),6-0,3-0
2016-FRANCE,2014,Plzeň,QUALIFYING,Czech Republic (Česká Republika),Iceland (Ísland),2-1,1-1
2016-FRANCE,2014,İstanbul,QUALIFYING,Turkey (Türkiye),Kazakhstan (Қазақстан),3-1,2-0
2016-FRANCE,2014,Bruxelles,QUALIFYING,Belgium (België),Wales (Cymru),0-0,0-0
2016-FRANCE,2014,Levkosía,QUALIFYING,Cyprus (Κύπρος),Andorra,5-0,3-0
2016-FRANCE,2014,Haifa,QUALIFYING,Israel (ישראל),Bosnia-Herzegovina (Bosna i Hercegovina),3-0,2-0
2016-FRANCE,2014,Baku,QUALIFYING,Azerbaijan (Azərbaycan),Norway (Norge),0-1,0-1
2016-FRANCE,2014,Sofija,QUALIFYING,Bulgaria (България),Malta,1-1,1-0
2016-FRANCE,2014,Milano,QUALIFYING,Italy (Italia),Croatia (Hrvatska),1-1,1-1
2016-FRANCE,2015,Skopje,QUALIFYING,Macedonia (Македонија),Belarus (Беларусь),1-2,1-1
2016-FRANCE,2015,Žilina,QUALIFYING,Slovakia (Slovensko),Luxembourg (Lëtzebuerg),3-0,3-0
2016-FRANCE,2015,København,QUALIFYING,Denmark (Danmark),Albania (Shqipëri),0-0,0-0
2016-FRANCE,2015,Zenica,QUALIFYING,Bosnia-Herzegovina (Bosna i Hercegovina),Israel (ישראל),3-1,2-1
2016-FRANCE,2015,Konya,QUALIFYING,Turkey (Türkiye),Iceland (Ísland),1-0,0-0
2016-FRANCE,2015,Split,QUALIFYING,Croatia (Hrvatska),Italy (Italia),1-1,1-1
2016-FRANCE,2015,Wien,QUALIFYING,Austria (Österreich),Moldova,1-0,0-0
2016-FRANCE,2015,Podgorica,QUALIFYING,Montenegro (Црна Гора),Liechtenstein,2-0,1-0
2016-FRANCE,2015,Rīga,QUALIFYING,Latvia (Latvija),Czech Republic (Česká Republika),1-2,0-2
2016-FRANCE,2015,Konya,QUALIFYING,Turkey (Türkiye),Netherlands (Nederland),3-0,2-0
2016-FRANCE,2015,Reykjavík,QUALIFYING,Iceland (Ísland),Kazakhstan (Қазақстан),0-0,0-0
2016-FRANCE,2015,Cardiff,QUALIFYING,Wales (Cymru),Israel (ישראל),0-0,0-0
2016-FRANCE,2015,Zenica,QUALIFYING,Bosnia-Herzegovina (Bosna i Hercegovina),Andorra,3-0,3-0
2016-FRANCE,2015,Levkosía,QUALIFYING,Cyprus (Κύπρος),Belgium (België),0-1,0-0
2016-FRANCE,2015,TaQali,QUALIFYING,Malta,Azerbaijan (Azərbaycan),2-2,0-1
2016-FRANCE,2015,Oslo,QUALIFYING,Norway (Norge),Croatia (Hrvatska),2-0,0-0
2016-FRANCE,2015,Palermo,QUALIFYING,Italy (Italia),Bulgaria (България),1-0,1-0
2016-FRANCE,2015,Warszawa,QUALIFYING,Poland (Polska),Gibraltar,8-1,4-0
2016-FRANCE,2015,Dublin,QUALIFYING,Ireland (Éire),Georgia (საქართველო),1-0,0-0
2016-FRANCE,2015,Belfast,QUALIFYING,Northern Ireland (Ulster),Finland (Suomi),2-1,2-0
2016-FRANCE,2015,Dublin,QUALIFYING,Ireland (Éire),Poland (Polska),1-1,0-1
2016-FRANCE,2015,Glasgow,QUALIFYING,Scotland,Gibraltar,6-1,4-1
2016-FRANCE,2015,Tbilisi,QUALIFYING,Georgia (საქართველო),Germany (Deutschland),0-2,0-2
2016-FRANCE,2015,Moskva,QUALIFYING,Russia (Россия),Sweden (Sverige),1-0,1-0
2016-FRANCE,2015,Basel,QUALIFYING,Switzerland (Schweiz / Suisse),Slovenia (Slovenija),3-2,0-1
2016-FRANCE,2015,Serravalle,QUALIFYING,San Marino,England,0-6,0-2
2016-FRANCE,2015,Tallinn,QUALIFYING,Estonia (Eesti),Lithuania (Lietuva),1-0,0-0
2016-FRANCE,2015,Žilina,QUALIFYING,Slovakia (Slovensko),Ukraine (Україна),0-0,0-0
2016-FRANCE,2015,London,QUALIFYING,England,Switzerland (Schweiz / Suisse),2-0,0-0
2016-FRANCE,2015,Vilnius,QUALIFYING,Lithuania (Lietuva),San Marino,2-1,1-0
2016-FRANCE,2015,Maribor,QUALIFYING,Slovenia (Slovenija),Estonia (Eesti),1-0,0-0
2016-FRANCE,2015,Vaduz,QUALIFYING,Liechtenstein,Russia (Россия),0-7,0-3
2016-FRANCE,2015,Chişinău,QUALIFYING,Moldova,Montenegro (Црна Гора),0-2,0-1
2016-FRANCE,2015,Stockholm,QUALIFYING,Sweden (Sverige),Austria (Österreich),1-4,0-2
2016-FRANCE,2015,Tbilisi,QUALIFYING,Georgia (საქართველო),Gibraltar,4-0,3-0
2016-FRANCE,2015,Sofija,QUALIFYING,Bulgaria (България),Italy (Italia),2-2,2-1
2016-FRANCE,2015,Dublin,QUALIFYING,Ireland (Éire),Germany (Deutschland),1-0,0-0
2016-FRANCE,2015,Budapest,QUALIFYING,Hungary (Magyarország),Faroe Islands (Føroyar),2-1,0-1
2016-FRANCE,2015,Belfast,QUALIFYING,Northern Ireland (Ulster),Greece (Ελλάδα),3-1,1-0
2016-FRANCE,2015,Elbasan,QUALIFYING,Albania (Shqipëri),Armenia (Հայաստան),2-1,0-1
2016-FRANCE,2015,Budapest,QUALIFYING,Hungary (Magyarország),Greece (Ελλάδα),0-0,0-0
2016-FRANCE,2015,Ploieşti,QUALIFYING,Romania (România),Faroe Islands (Føroyar),1-0,1-0
2016-FRANCE,2015,Luxembourg,QUALIFYING,Luxembourg (Lëtzebuerg),Macedonia (Македонија),1-0,0-0
2016-FRANCE,2015,Lvïv,QUALIFYING,Ukraine (Україна),Belarus (Беларусь),3-1,3-0
2016-FRANCE,2015,Oviedo,QUALIFYING,Spain (España),Slovakia (Slovensko),2-0,2-0
2016-FRANCE,2015,Glasgow,QUALIFYING,Scotland,Poland (Polska),2-2,1-1
2016-FRANCE,2015,Skopje,QUALIFYING,Macedonia (Македонија),Spain (España),0-1,0-1
2016-FRANCE,2015,Zagreb,QUALIFYING,Croatia (Hrvatska),Norway (Norge),5-1,1-0
2016-FRANCE,2015,Haifa,QUALIFYING,Israel (ישראל),Wales (Cymru),0-3,0-1
2016-FRANCE,2016,Bordeaux,FS_GROUP_STAGE,Belgium (België),Ireland (Éire),3-0,0-0
2016-FRANCE,2016,Nice,FS_GROUP_STAGE,Spain (España),Turkey (Türkiye),3-0,2-0
2016-FRANCE,2016,Saint-Étienne,FS_GROUP_STAGE,Czech Republic (Česká Republika),Croatia (Hrvatska),2-2,0-1
2016-FRANCE,2016,Toulouse,FS_GROUP_STAGE,Italy (Italia),Sweden (Sverige),1-0,0-0
2016-FRANCE,2016,Paris,FS_GROUP_STAGE,Germany (Deutschland),Poland (Polska),0-0,0-0
2016-FRANCE,2016,Lyon,FS_GROUP_STAGE,Ukraine (Україна),Northern Ireland (Ulster),0-2,0-0
2016-FRANCE,2016,Lens,FS_GROUP_STAGE,England,Wales (Cymru),2-1,0-1
2016-FRANCE,2016,Marseille,FS_GROUP_STAGE,France,Albania (Shqipëri),2-0,0-0
2016-FRANCE,2016,Paris,FS_GROUP_STAGE,Romania (România),Switzerland (Schweiz / Suisse),1-1,1-0
2016-FRANCE,2016,Lille,FS_GROUP_STAGE,Russia (Россия),Slovakia (Slovensko),1-2,0-2
2016-FRANCE,2016,Saint-Étienne,FS_GROUP_STAGE,Portugal,Iceland (Ísland),1-1,1-0
2016-FRANCE,2016,Bordeaux,FS_GROUP_STAGE,Austria (Österreich),Hungary (Magyarország),0-2,0-0
2016-FRANCE,2016,Lyon,FS_GROUP_STAGE,Belgium (België),Italy (Italia),0-2,0-1
2016-FRANCE,2016,Paris,FS_GROUP_STAGE,Ireland (Éire),Sweden (Sverige),1-1,0-0
2016-FRANCE,2016,Toulouse,FS_GROUP_STAGE,Spain (España),Czech Republic (Česká Republika),1-0,0-0
2016-FRANCE,2016,Lille,FS_GROUP_STAGE,Germany (Deutschland),Ukraine (Україна),2-0,1-0
2016-FRANCE,2016,Nice,FS_GROUP_STAGE,Poland (Polska),Northern Ireland (Ulster),1-0,0-0
2016-FRANCE,2016,Marseille,FS_GROUP_STAGE,Iceland (Ísland),Hungary (Magyarország),1-1,1-0
2016-FRANCE,2016,Paris,FS_GROUP_STAGE,Portugal,Austria (Österreich),0-0,0-0
2016-FRANCE,2016,Lille,FS_GROUP_STAGE,Switzerland (Schweiz / Suisse),France,0-0,0-0
2016-FRANCE,2015,Borisov,QUALIFYING,Belarus (Беларусь),Spain (España),0-1,0-1
2016-FRANCE,2015,Bruxelles,QUALIFYING,Belgium (België),Cyprus (Κύπρος),5-0,2-0
2016-FRANCE,2015,Andorra la Vella,QUALIFYING,Andorra,Bosnia-Herzegovina (Bosna i Hercegovina),0-3,0-1
